round,stage,category,seconds,status,path,sha256
0,audio_caption_quality,collections,56.11983719840646,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_quality.stage.json,75192c20e8a28d1cd575aa6c238bffe46db17384e2ea00082c160109cbfa3b5b
0,audio_caption_rollout,collections,1927.8379237763584,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_caption_rollout.stage.json,c021f4b3e67128bf2aaf546ec4307439de6ed61027ff9511e1977a93dd179b51
0,audio_tts_anchor_reconstruction,collections,76.72629361599684,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_tts_anchor_reconstruction.stage.json,a0eb2af764430a7b468ae51fe23048a608af6acafacf89c6a7d85e23729bf6dd
0,audio_tts_reconstruction,collections,86.41377996839583,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_audio_tts_reconstruction.stage.json,e443e607f5da61f0795f5d35d96a24f780c276a4616132913585a81bbbb2da55
0,caption_anchor_reconstruction,collections,191.02881287783384,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_caption_anchor_reconstruction.stage.json,001840fdb41e0a8a766c7f7715db54a361b6b9dfaa6017b7d61327b278f7e0e6
0,caption_audio_quality,collections,73.53929594159126,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_caption_audio_quality.stage.json,bdcc3db14d6a39722ee1dd788505e36481999d35197f960caad1ff1255f54d61
0,caption_caption_reconstruction,collections,209.39073492959142,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_caption_caption_reconstruction.stage.json,71a413c7eca469c2517e0a00f78969a8c135043a0efab55de16ea8fa0b811958
0,caption_tts_rollout,collections,4866.71107096225,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/collections/round_000_caption_tts_rollout.stage.json,a7f66592515569b3637eea617f74ab60ea45e11f3fcb330bc32a85e901c02a5e
0,sftcal_caption_anchor,sft_calibration,160.07291023433208,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/sft_calibration/round_000_sftcal_caption_anchor.stage.json,20a8e7d361a36d34d92561b8927b604ce4711fe2c2b13e6712e7333187201b49
0,sftcal_caption_current,sft_calibration,170.5600135549903,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/sft_calibration/round_000_sftcal_caption_current.stage.json,ffd5e614d302d29933afec6c6c4dada63182315d3ed09ae0da68de85d227cc6c
0,sftcal_tts_anchor,sft_calibration,86.10255813598633,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/sft_calibration/round_000_sftcal_tts_anchor.stage.json,2a47c5e51521012de838c541e9ee29f2cfde344e98922e0258f731896a7f4cdf
0,sftcal_tts_current,sft_calibration,95.7149062063545,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/sft_calibration/round_000_sftcal_tts_current.stage.json,267b16560feb70f576ce732170457921dcd6ddd90a67c174ff3850e7be4bfd57
0,caption_grpo,training,2448.798304291442,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/training/round_000_caption_grpo.stage.json,abed3bc1054a0ef56fda25b68d4b52c5293e37019be78904b4fd33eb5631e614
0,caption_sft,training,166.1414066310972,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/training/round_000_caption_sft.stage.json,878a8df7d409f838016bf834d49bb167dd31a69a4b1e6cf1e115b41606dc1800
0,tts_grpo,training,4128.622138928622,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/training/round_000_tts_grpo.stage.json,e751da25b1cf01b2506108d2cde9d23b44eaa7335ff1f9bba54a0fb0c5b71623
0,tts_sft,training,196.2847050577402,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/training/round_000_tts_sft.stage.json,c34fdd93bc30fd7f273746bff9dcd5e81f8cd6613743011a8ecec7980ad140cb
0,caption_reload,verification,87.54932538792491,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/verification/round_000_caption_reload.stage.json,ef4549a7830766e4b81385c47b0ddccbac2147be3205fcc61e6dc3ac7ab1afb1
0,tts_reload,verification,50.08687805198133,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_000/verification/round_000_tts_reload.stage.json,53180be07eb390e0c5e93e398b71f8cf055a1d9ebe432d5f70b480b73169748e
1,audio_caption_quality,collections,59.63821894861758,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_audio_caption_quality.stage.json,afedb5cccad0d15df6f977eb93c577136d583842a7ff86dd43521a14daf65539
1,audio_caption_rollout,collections,2239.786645039916,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_audio_caption_rollout.stage.json,f029abb425233f1de9f88a506f3bc572340c5cc94b55465fe44b54fd5cc068be
1,audio_tts_anchor_reconstruction,collections,84.04649077542126,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_audio_tts_anchor_reconstruction.stage.json,6ae3d7aec00d206cc0bbd58fb22896c0e1790a8c2e0a1faa37e1f0d32e42eb6f
1,audio_tts_reconstruction,collections,107.63755985349417,complete,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_audio_tts_reconstruction.stage.json,a5899732c8bdf949b7638352044700f8c3b44b7b67695a9cae5b1874e7ed0bce
